filename	acq_time
meg/sub-K0069_ses-vowels_task-vowels_run-01_meg.fif	1918-03-30T09:42:11.207133Z
meg/sub-K0069_ses-vowels_task-vowels_run-02_meg.fif	1918-03-30T10:07:09.655628Z
meg/sub-K0069_ses-vowels_task-vowels_run-03_meg.fif	1918-03-30T10:24:34.576736Z
